"replication","weight","speed","surface_roughness"
1,0.025,25,622.319027919984
2,0.025,25,629.463430937605
3,0.025,25,594.537781589801
1,0.05,25,605.108261294484
2,0.05,25,604.929030784923
3,0.05,25,614.148362939215
1,0.075,25,603.845114112349
2,0.075,25,606.484930733427
3,0.075,25,580.040450907123
1,0.1,25,591.589759994841
2,0.1,25,600.995729022015
3,0.1,25,602.923965375924
1,0.125,25,591.976009920784
2,0.125,25,607.544294955869
3,0.125,25,604.138355078587
1,0.15,25,591.831789960083
2,0.15,25,601.203537701531
3,0.15,25,606.953608610907
1,0.175,25,585.405500286544
2,0.175,25,589.062507043661
3,0.175,25,600.384028867537
1,0.2,25,596.743166025912
2,0.2,25,599.026252007286
3,0.2,25,605.669952470459
1,0.225,25,581.710189985657
2,0.225,25,581.215066502341
3,0.225,25,593.360071624177
1,0.25,25,591.850827296154
2,0.25,25,589.827730130424
3,0.25,25,587.452940240048
1,0.275,25,577.431531389982
2,0.275,25,579.61332336878
3,0.275,25,606.189721603252
1,0.3,25,572.282153919345
2,0.3,25,597.976303372165
3,0.3,25,577.359221994776
1,0.325,25,574.238831974974
2,0.325,25,570.675280448584
3,0.325,25,580.746998255362
1,0.35,25,572.088497266535
2,0.35,25,582.117790528771
3,0.35,25,575.165551667119
1,0.375,25,570.587143221021
2,0.375,25,569.164978841293
3,0.375,25,579.944665986325
1,0.4,25,560.383933685896
2,0.4,25,567.480358730039
3,0.4,25,563.834014755081
1,0.425,25,570.893809040361
2,0.425,25,572.237238878943
3,0.425,25,577.031136286128
1,0.45,25,562.997144134691
2,0.45,25,573.916871888682
3,0.45,25,569.751121423207
1,0.475,25,553.603788902985
2,0.475,25,563.195486940366
3,0.475,25,553.776823324961
1,0.5,25,554.413348806271
2,0.5,25,554.040898712529
3,0.5,25,538.222994223853
1,0.025,30,598.227637694341
2,0.025,30,598.387670562894
3,0.025,30,620.097425261493
1,0.05,30,590.985147883263
2,0.05,30,599.617174108758
3,0.05,30,609.332662633607
1,0.075,30,588.439714690934
2,0.075,30,587.253617047215
3,0.075,30,593.270630594404
1,0.1,30,588.440974215788
2,0.1,30,597.387917903113
3,0.1,30,602.04305704181
1,0.125,30,591.1043594545
2,0.125,30,586.288909078713
3,0.125,30,590.953835662672
1,0.15,30,581.962666953104
2,0.15,30,573.753612678733
3,0.15,30,584.862088581169
1,0.175,30,593.657338933052
2,0.175,30,582.380032713818
3,0.175,30,594.164230433164
1,0.2,30,573.474446782338
2,0.2,30,565.218141399437
3,0.2,30,573.750706032014
1,0.225,30,565.59212052439
2,0.225,30,582.067668533413
3,0.225,30,559.930241374044
1,0.25,30,562.613899875978
2,0.25,30,564.376904220918
3,0.25,30,582.307470964767
1,0.275,30,576.878021604925
2,0.275,30,567.101099929272
3,0.275,30,579.763685484965
1,0.3,30,566.775406414881
2,0.3,30,573.02163896413
3,0.3,30,563.788601308319
1,0.325,30,564.625497939336
2,0.325,30,552.19961458258
3,0.325,30,551.379860612724
1,0.35,30,551.630539681632
2,0.35,30,565.010179137022
3,0.35,30,554.994555469661
1,0.375,30,552.222947830022
2,0.375,30,545.89151050596
3,0.375,30,550.71842767382
1,0.4,30,549.402937441818
2,0.4,30,569.847995964206
3,0.4,30,561.075301393324
1,0.425,30,563.853297440855
2,0.425,30,544.071854043055
3,0.425,30,557.552892146635
1,0.45,30,544.51756320349
2,0.45,30,535.517633478908
3,0.45,30,537.240989561435
1,0.475,30,563.18856828595
2,0.475,30,537.276096323483
3,0.475,30,536.238277441842
1,0.5,30,519.836443295728
2,0.5,30,541.033841850094
3,0.5,30,545.516868807264
1,0.025,35,586.574375186845
2,0.025,35,586.526568316113
3,0.025,35,581.060248828307
1,0.05,35,572.325029835781
2,0.05,35,581.739273210719
3,0.05,35,573.251496574384
1,0.075,35,573.683721551213
2,0.075,35,589.828813527083
3,0.075,35,574.500903884536
1,0.1,35,577.290160580451
2,0.1,35,578.831813020841
3,0.1,35,552.037794416928
1,0.125,35,576.428836968768
2,0.125,35,568.508098832566
3,0.125,35,556.138054155664
1,0.15,35,574.16865332191
2,0.15,35,564.771741354074
3,0.15,35,565.112397398744
1,0.175,35,557.138036581092
2,0.175,35,575.100967268244
3,0.175,35,566.629081849767
1,0.2,35,565.083976729663
2,0.2,35,567.009061867032
3,0.2,35,570.336590953343
1,0.225,35,549.212430017279
2,0.225,35,565.63391630426
3,0.225,35,550.540551585029
1,0.25,35,555.954798628331
2,0.25,35,550.449167136799
3,0.25,35,549.653311084919
1,0.275,35,554.639684254
2,0.275,35,545.588996417164
3,0.275,35,556.587591464923
1,0.3,35,555.921380170752
2,0.3,35,547.496957306791
3,0.3,35,547.230834546128
1,0.325,35,541.259301402024
2,0.325,35,530.198253676936
3,0.325,35,544.598914021748
1,0.35,35,548.246180233764
2,0.35,35,535.79544676468
3,0.35,35,559.194457792677
1,0.375,35,540.404609033345
2,0.375,35,551.809468883049
3,0.375,35,537.71856751188
1,0.4,35,538.162410357804
2,0.4,35,543.46403768375
3,0.4,35,533.150451205521
1,0.425,35,532.932016443749
2,0.425,35,529.634042951339
3,0.425,35,526.293647551432
1,0.45,35,539.130943214691
2,0.45,35,543.016804758927
3,0.45,35,530.946035567886
1,0.475,35,535.727606376732
2,0.475,35,520.487054818232
3,0.475,35,544.675255402522
1,0.5,35,542.00735046338
2,0.5,35,522.633033912543
3,0.5,35,531.173230479213
1,0.025,40,565.411361157242
2,0.025,40,576.561308099493
3,0.025,40,559.067724339901
1,0.05,40,558.989881275271
2,0.05,40,548.106808092224
3,0.05,40,563.111021342292
1,0.075,40,556.173800347973
2,0.075,40,552.348154791644
3,0.075,40,555.994453565501
1,0.1,40,569.326574876662
2,0.1,40,560.054509957971
3,0.1,40,549.10941063588
1,0.125,40,557.845816604394
2,0.125,40,540.461914384967
3,0.125,40,532.316807501456
1,0.15,40,553.764607678283
2,0.15,40,554.789788300085
3,0.15,40,552.169102360291
1,0.175,40,538.195305357416
2,0.175,40,538.535290191945
3,0.175,40,549.440284434179
1,0.2,40,537.335223099818
2,0.2,40,548.946949618395
3,0.2,40,528.944544856814
1,0.225,40,536.749495536644
2,0.225,40,529.311997771475
3,0.225,40,538.2515831782
1,0.25,40,532.326143462982
2,0.25,40,526.120227735339
3,0.25,40,537.167919810535
1,0.275,40,544.599821662457
2,0.275,40,533.402283636994
3,0.275,40,533.272530231663
1,0.3,40,533.77369838328
2,0.3,40,524.93196044219
3,0.3,40,523.940368622237
1,0.325,40,531.642949134454
2,0.325,40,534.219585315773
3,0.325,40,531.430204672556
1,0.35,40,516.819169022655
2,0.35,40,516.693089924741
3,0.35,40,526.703641885871
1,0.375,40,515.951481192341
2,0.375,40,515.949725246363
3,0.375,40,513.118320904319
1,0.4,40,515.514571894111
2,0.4,40,519.706941873116
3,0.4,40,523.517649530607
1,0.425,40,524.939733493327
2,0.425,40,515.887219301601
3,0.425,40,519.175247287758
1,0.45,40,515.477607710726
