"replication","weight","speed","surface_roughness"
1,0.025,50,530.191423875054
2,0.025,50,515.496279766997
3,0.025,50,521.375549836603
1,0.05,50,512.408193637327
2,0.05,50,505.430827185154
3,0.05,50,512.062560412443
1,0.075,50,512.264222476307
2,0.075,50,504.876223254194
3,0.075,50,510.153315316719
1,0.1,50,491.105032495329
2,0.1,50,515.777843035873
3,0.1,50,510.224225302928
1,0.125,50,513.06393359391
2,0.125,50,502.418285885052
3,0.125,50,513.012364751522
1,0.15,50,492.095414123333
2,0.15,50,500.234342412749
3,0.15,50,510.976197473111
1,0.175,50,498.591610065058
2,0.175,50,492.235649098847
3,0.175,50,487.70427436414
1,0.2,50,503.984547089999
2,0.2,50,497.458170614801
3,0.2,50,492.231700100595
1,0.225,50,494.999580286442
2,0.225,50,492.438545785959
3,0.225,50,487.583812721293
1,0.25,50,488.864711039824
2,0.25,50,475.102464458647
3,0.25,50,489.164934424313
1,0.275,50,473.672365052341
2,0.275,50,491.638865403271
3,0.275,50,482.335210879066
1,0.3,50,485.456455036265
2,0.3,50,476.96739011425
3,0.3,50,489.558138380014
1,0.325,50,473.615305964057
2,0.325,50,481.064262055088
3,0.325,50,479.356533322235
1,0.35,50,486.286931915694
2,0.35,50,475.018472187196
3,0.35,50,483.636636122653
1,0.375,50,480.026410931389
2,0.375,50,478.665432597134
3,0.375,50,478.722987535318
1,0.4,50,467.921507065709
2,0.4,50,473.852959758557
3,0.4,50,471.282918131066
1,0.425,50,481.113917565583
2,0.425,50,458.191584434153
3,0.425,50,476.72192075149
1,0.45,50,477.940010161864
2,0.45,50,480.526041910491
3,0.45,50,471.73603766833
1,0.475,50,459.617284950883
2,0.475,50,473.536058795689
3,0.475,50,466.81967760319
1,0.5,50,467.023849008262
2,0.5,50,453.831794133387
3,0.5,50,468.365922891597
